Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team
10.0,Braden Housley,G,3,0,7.7,1.0,1.0,1.0,0.7,0.7,1.0,0.3,0.3,1.0,1.333,0.0,0.0,,0.3,0.3,0.7,0.7,0.7,0.0,0.0,1.7,2.7,,Utah State
11.0,Isaac Davis,F,19,0,5.8,0.6,0.9,0.706,0.0,0.1,0.0,0.6,0.8,0.75,0.706,0.8,1.1,0.8,0.5,0.7,1.2,0.3,0.1,0.0,0.2,1.2,2.1,,Utah State
12.0,Jordy Barnes,G,33,0,11.4,0.6,1.6,0.396,0.3,0.9,0.345,0.3,0.7,0.458,0.491,0.0,0.0,0.0,0.2,0.6,0.8,2.1,1.1,0.0,0.8,1.2,1.6,,Utah State
13.0,Jaxon Smith,G,11,0,2.5,0.4,1.1,0.333,0.4,1.0,0.364,0.0,0.1,0.0,0.5,0.2,0.2,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,1.3,,Utah State
,Team Totals,,34,34,200.0,28.0,57.9,0.484,8.8,24.8,0.356,19.2,33.2,0.579,0.56,15.0,21.4,0.702,11.6,23.0,34.6,17.1,8.6,2.8,10.7,18.1,79.9,,Utah State
1.0,Joseph Bamisile,G,35,35,26.7,5.7,12.5,0.458,1.8,5.8,0.314,3.9,6.7,0.583,0.531,1.7,2.6,0.644,1.6,3.4,5.0,1.9,1.1,0.7,2.5,1.6,15.0,,VCU
2.0,Max Shulga,G,35,35,32.8,4.4,10.1,0.435,2.1,5.3,0.387,2.3,4.7,0.488,0.537,4.2,5.4,0.783,1.7,4.1,5.9,4.0,1.8,0.1,1.7,2.0,15.0,,VCU
3.0,Zeb Jackson,G,30,1,22.6,3.2,8.3,0.391,1.5,4.6,0.324,1.7,3.6,0.477,0.482,2.9,3.2,0.887,1.0,2.6,3.5,2.1,1.2,0.1,1.3,2.0,10.8,,VCU
4.0,Phillip Russell,G,34,34,23.1,3.2,8.1,0.398,2.0,5.6,0.358,1.2,2.5,0.488,0.522,1.9,2.4,0.813,0.5,1.1,1.6,2.2,1.1,0.0,1.5,2.7,10.3,,VCU
5.0,Jack Clark,G,35,35,28.8,3.4,7.1,0.478,1.4,4.0,0.348,2.0,3.0,0.651,0.577,1.5,1.9,0.791,1.8,5.2,6.9,2.0,1.0,0.4,1.1,2.3,9.7,,VCU
6.0,Christian Fermin,C,34,11,19.4,2.0,3.7,0.544,0.0,0.0,0.0,2.0,3.6,0.548,0.544,0.6,1.0,0.543,1.8,1.3,3.1,0.6,0.3,1.4,0.7,2.4,4.6,,VCU
7.0,Luke Bamgboye,F,35,24,16.8,1.7,2.8,0.598,0.0,0.0,0.0,1.7,2.7,0.604,0.598,0.5,1.1,0.486,1.7,1.6,3.3,0.5,0.5,2.1,0.7,2.0,3.8,,VCU
8.0,Terrence Hill Jr.,G,23,0,6.3,1.1,2.4,0.446,0.5,1.4,0.344,0.6,1.0,0.583,0.545,0.7,0.7,1.0,0.1,0.5,0.6,0.3,0.2,0.0,0.7,0.7,3.4,,VCU
9.0,Alphonzo Billups III,G,23,0,7.0,1.1,2.8,0.385,0.7,2.1,0.306,0.4,0.7,0.625,0.5,0.1,0.1,1.0,0.3,0.6,0.9,0.4,0.3,0.0,0.2,0.4,2.9,,VCU
10.0,Michael Belle,F,35,0,12.7,1.2,2.8,0.443,0.1,0.9,0.065,1.2,1.9,0.621,0.454,0.3,0.7,0.391,0.8,2.3,3.1,0.8,0.5,0.3,0.5,0.9,2.8,,VCU
11.0,Brandon Jennings,G,35,0,13.1,0.9,2.5,0.36,0.3,0.8,0.393,0.6,1.7,0.345,0.424,0.6,0.9,0.677,0.9,1.4,2.3,0.8,0.5,0.3,0.5,1.9,2.7,,VCU
12.0,Obinnaya Okafor,F,14,0,1.3,0.1,0.1,0.5,0.0,0.0,,0.1,0.1,0.5,0.5,0.1,0.1,1.0,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,0.3,,VCU
,Team Totals,,35,35,200.7,26.5,59.7,0.445,9.6,28.6,0.336,16.9,31.0,0.545,0.526,14.2,19.1,0.743,13.2,25.0,38.2,15.0,8.1,5.4,11.3,18.1,76.9,,VCU
1.0,Jason Edwards,G,33,24,25.2,5.4,12.3,0.435,2.0,5.6,0.353,3.4,6.8,0.502,0.515,4.3,5.2,0.831,0.2,1.8,2.0,1.3,0.9,0.0,1.6,1.6,17.0,,Vanderbilt
2.0,Tyler Nickel,F,33,33,25.0,3.3,7.9,0.42,2.5,6.1,0.405,0.9,1.9,0.468,0.574,1.3,1.5,0.843,0.7,1.7,2.4,0.9,0.5,0.5,0.4,1.2,10.4,,Vanderbilt
3.0,Devin McGlockton,F,33,33,25.0,4.2,7.4,0.568,0.8,2.3,0.338,3.4,5.0,0.675,0.621,1.2,1.7,0.667,3.1,4.8,7.9,1.0,0.8,1.1,0.8,3.0,10.3,,Vanderbilt
4.0,A.J. Hoggard,G,32,31,26.0,3.3,9.4,0.352,0.8,3.0,0.271,2.5,6.4,0.39,0.395,2.2,2.9,0.734,0.3,2.3,2.6,4.6,1.2,0.3,2.2,2.2,9.6,,Vanderbilt
5.0,Jaylen Carey,F,33,1,20.2,3.2,6.5,0.488,0.3,1.2,0.231,2.9,5.3,0.545,0.509,1.4,2.5,0.568,2.3,3.5,5.7,0.8,0.6,0.6,1.4,2.5,8.0,,Vanderbilt
6.0,MJ Collins,G,32,1,20.3,2.6,6.3,0.42,0.8,2.9,0.293,1.8,3.4,0.528,0.488,1.3,1.8,0.729,0.8,1.5,2.3,0.5,0.6,0.0,0.9,0.8,7.4,,Vanderbilt
7.0,Chris Manon,G,33,26,18.2,2.2,4.1,0.533,0.2,1.0,0.235,1.9,3.1,0.634,0.563,2.0,2.5,0.783,1.5,2.2,3.7,1.3,1.7,1.0,0.8,2.7,6.6,,Vanderbilt
8.0,Tyler Tanner,G,33,0,20.4,2.2,4.8,0.465,0.5,1.9,0.266,1.7,2.9,0.6,0.519,0.7,1.0,0.75,0.5,1.8,2.2,1.9,1.7,0.2,0.5,1.8,5.7,,Vanderbilt
9.0,Grant Huffman,G,29,16,18.2,1.2,2.8,0.444,0.2,0.8,0.261,1.0,2.0,0.517,0.481,0.8,1.1,0.688,0.3,1.5,1.9,1.8,1.1,0.2,0.8,1.8,3.4,,Vanderbilt
10.0,Jordan Williams,G,10,0,3.7,0.5,1.1,0.455,0.1,0.5,0.2,0.4,0.6,0.667,0.5,0.1,0.2,0.5,0.1,0.5,0.6,0.0,0.0,0.0,0.3,0.1,1.2,,Vanderbilt
11.0,"JaQualon ""JQ"" Roberts",F,21,0,4.6,0.3,0.4,0.667,0.0,0.0,0.0,0.3,0.4,0.75,0.667,0.4,0.5,0.727,0.2,0.6,0.8,0.0,0.1,0.2,0.1,0.9,1.0,,Vanderbilt
12.0,Miles Keeffe,G,8,0,2.0,0.1,0.3,0.5,0.1,0.1,1.0,0.0,0.1,0.0,0.75,0.6,0.8,0.833,0.1,0.4,0.5,0.3,0.0,0.0,0.1,0.1,1.0,,Vanderbilt
13.0,Graham Calton,G,8,0,1.9,0.1,0.4,0.333,0.0,0.3,0.0,0.1,0.1,1.0,0.333,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.3,,Vanderbilt
14.0,Coleson Messer,G,8,0,2.1,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.1,0.0,,Vanderbilt
15.0,Hollman Smith,G,6,0,1.5,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.0,,Vanderbilt
,Team Totals,,33,33,200.8,27.7,61.6,0.45,8.1,24.9,0.325,19.6,36.7,0.535,0.515,15.4,20.6,0.746,11.5,23.2,34.7,13.9,8.9,3.9,10.2,17.9,78.9,,Vanderbilt
1.0,John Tonje,G,37,37,31.1,5.5,11.9,0.465,2.3,5.9,0.388,3.2,5.9,0.541,0.562,6.2,6.9,0.909,0.8,4.5,5.3,1.8,0.7,0.2,1.8,1.7,19.6,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-2,USBWA-AA-3,W-AA-1",Wisconsin
2.0,John Blackwell,G,37,37,31.2,5.5,12.2,0.451,1.6,4.9,0.322,3.9,7.3,0.537,0.516,3.2,3.9,0.815,1.0,4.1,5.1,2.2,0.9,0.1,2.1,2.5,15.8,,Wisconsin
3.0,Steven Crowl,F,37,37,25.6,3.8,7.0,0.539,0.9,2.1,0.416,2.9,4.9,0.591,0.601,1.5,1.8,0.821,1.4,3.9,5.3,2.4,0.5,0.5,1.4,2.1,9.9,,Wisconsin
4.0,Nolan Winter,F,37,37,21.1,3.4,6.1,0.564,0.9,2.6,0.358,2.5,3.5,0.715,0.64,1.6,2.1,0.769,1.7,4.1,5.8,1.1,0.4,0.4,0.8,1.6,9.4,,Wisconsin
5.0,Max Klesmit,G,33,33,27.6,2.8,8.1,0.345,1.6,5.5,0.29,1.2,2.5,0.464,0.444,2.0,2.4,0.846,0.2,2.1,2.4,2.7,0.8,0.1,1.1,1.7,9.2,,Wisconsin
6.0,Kamari McGee,G,37,4,21.9,2.3,5.0,0.457,1.1,2.3,0.459,1.2,2.7,0.455,0.563,0.9,1.1,0.805,0.6,2.1,2.7,1.8,0.9,0.1,0.7,2.1,6.5,,Wisconsin
7.0,Carter Gilmore,F,37,0,19.1,1.4,3.0,0.468,0.6,1.7,0.339,0.8,1.3,0.633,0.563,0.6,0.8,0.724,0.8,1.8,2.6,1.3,0.3,0.5,0.5,2.2,3.9,,Wisconsin
8.0,Xavier Amos,F,37,0,9.6,1.2,3.3,0.374,0.5,1.8,0.294,0.7,1.5,0.473,0.455,0.5,0.7,0.704,0.4,1.4,1.8,0.4,0.2,0.3,0.5,0.9,3.5,,Wisconsin
9.0,Jack Janicki,G,37,0,11.4,0.7,1.9,0.391,0.4,1.3,0.277,0.4,0.6,0.636,0.486,0.1,0.2,0.333,0.3,1.1,1.4,0.8,0.4,0.2,0.2,1.1,1.9,,Wisconsin
10.0,Markus Ilver,F,20,0,3.5,0.5,1.4,0.357,0.4,1.1,0.333,0.2,0.4,0.429,0.482,0.2,0.2,1.0,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.5,1.6,,Wisconsin
11.0,Riccardo Greppi,F,9,0,2.3,0.2,0.3,0.667,0.0,0.1,0.0,0.2,0.2,1.0,0.667,0.4,0.7,0.667,0.4,0.7,1.1,0.1,0.0,0.1,0.2,0.3,0.9,,Wisconsin
12.0,Jack Robison,F,13,0,1.2,0.2,0.3,0.5,0.2,0.2,1.0,0.0,0.2,0.0,0.75,0.0,0.0,,0.2,0.2,0.3,0.1,0.0,0.0,0.0,0.1,0.5,,Wisconsin
13.0,Camren Hunter,G,11,0,2.1,0.1,0.7,0.125,0.1,0.4,0.25,0.0,0.4,0.0,0.188,0.0,0.0,,0.2,0.3,0.5,0.1,0.0,0.0,0.2,0.4,0.3,,Wisconsin
14.0,Isaac Gard,G,13,0,1.0,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.2,,Wisconsin
15.0,Daniel Freitag,G,14,0,2.1,0.1,0.8,0.091,0.0,0.4,0.0,0.1,0.4,0.2,0.091,0.0,0.2,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.6,0.1,,Wisconsin
16.0,Chris Hodges,F,15,0,1.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.3,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,,Wisconsin
17.0,Aidan Konop,G,4,0,0.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Wisconsin
,Team Totals,,37,37,200.7,26.8,59.0,0.454,9.9,28.4,0.348,16.9,30.6,0.552,0.538,16.6,20.2,0.826,9.4,27.1,36.5,14.5,5.1,2.4,9.6,16.5,80.1,,Wisconsin
1.0,Corey Tripp,G,34,34,28.5,5.1,11.7,0.436,1.8,5.2,0.35,3.3,6.5,0.505,0.514,2.3,2.8,0.811,0.9,3.1,4.0,3.1,0.9,0.3,2.3,1.6,14.3,,Wofford
2.0,Kyler Filewich,C,35,35,27.0,5.2,9.2,0.567,0.0,0.1,0.0,5.2,9.1,0.575,0.567,1.2,3.8,0.318,3.6,5.6,9.2,3.1,0.7,0.5,1.5,1.7,11.7,,Wofford
3.0,Dillon Bailey,G,35,35,28.1,3.3,8.0,0.407,1.9,5.5,0.342,1.4,2.5,0.552,0.525,2.7,3.2,0.823,0.7,1.7,2.5,1.5,0.7,0.0,1.4,1.9,11.1,,Wofford
4.0,Justin Bailey,G,34,34,27.1,3.0,6.1,0.49,1.7,3.7,0.456,1.3,2.4,0.543,0.629,2.0,2.6,0.761,0.8,2.8,3.5,1.7,1.2,0.0,0.9,2.7,9.6,,Wofford
5.0,Jackson Sivills,G,33,24,21.9,3.3,7.6,0.436,1.9,5.4,0.346,1.4,2.2,0.662,0.56,0.9,1.2,0.795,1.0,2.8,3.8,1.1,0.3,0.5,0.9,2.2,9.4,,Wofford
6.0,Jeremy Lorenz,F,35,12,22.1,3.0,6.0,0.5,0.6,2.0,0.31,2.4,4.0,0.597,0.552,1.4,1.9,0.716,1.2,2.6,3.8,1.7,0.7,0.7,1.3,2.3,8.0,,Wofford
7.0,Kahmare Holmes,G,28,0,14.5,1.5,3.4,0.438,0.4,1.6,0.222,1.1,1.8,0.627,0.49,0.8,1.2,0.618,0.7,1.4,2.0,0.8,0.5,0.2,0.5,1.4,4.1,,Wofford
8.0,Luke Flynn,G,34,1,20.1,1.3,3.6,0.369,1.1,2.9,0.36,0.3,0.6,0.409,0.516,0.4,0.6,0.7,0.8,2.1,2.9,1.2,0.4,0.1,0.5,1.6,4.1,,Wofford
9.0,Anthony Arrington,G,29,0,15.6,1.5,4.6,0.326,0.8,3.0,0.267,0.7,1.6,0.435,0.413,0.3,0.4,0.667,1.2,1.0,2.3,1.0,0.6,0.1,0.7,1.6,4.0,,Wofford
10.0,Belal El Shakery,F,8,0,10.8,1.1,3.0,0.375,0.1,1.1,0.111,1.0,1.9,0.533,0.396,0.9,1.6,0.538,1.3,2.9,4.1,1.4,0.3,0.4,1.0,1.4,3.3,,Wofford
11.0,Don Douglass,F,6,0,2.8,0.7,1.7,0.4,0.0,0.2,0.0,0.7,1.5,0.444,0.4,0.2,0.3,0.5,0.8,0.3,1.2,0.2,0.0,0.2,0.2,0.3,1.5,,Wofford
12.0,Cannon Richards,F,14,0,6.4,0.5,1.3,0.389,0.1,0.1,1.0,0.4,1.2,0.353,0.417,0.3,0.8,0.364,0.6,1.2,1.9,0.1,0.2,0.3,0.2,0.8,1.4,,Wofford
,Team Totals,,35,35,201.4,26.7,59.1,0.452,9.7,28.3,0.343,17.0,30.7,0.553,0.534,11.8,17.9,0.66,12.9,25.3,38.2,15.0,6.0,2.5,10.9,16.9,74.9,,Wofford
1.0,Zach Freemantle,F,31,29,30.8,6.5,12.6,0.517,1.0,3.2,0.3,5.5,9.4,0.591,0.555,2.8,3.8,0.752,1.7,5.2,6.8,2.1,1.1,0.8,1.7,2.0,16.8,,Xavier
2.0,Ryan Conwell,G,34,34,33.0,5.2,11.5,0.45,2.9,7.1,0.413,2.3,4.4,0.51,0.577,3.3,3.9,0.828,0.3,2.5,2.7,2.5,1.3,0.2,1.6,2.5,16.5,,Xavier
3.0,Dailyn Swain,F,34,33,28.5,3.9,7.4,0.532,0.2,0.8,0.25,3.7,6.6,0.567,0.546,2.9,3.5,0.817,1.0,4.5,5.5,2.6,1.6,0.6,1.6,2.1,11.0,,Xavier
4.0,Dayvion McKnight,G,34,34,32.6,3.2,7.6,0.425,0.6,1.6,0.345,2.7,6.0,0.446,0.461,2.5,3.2,0.782,0.3,2.3,2.6,4.2,1.4,0.2,1.6,2.1,9.6,,Xavier
5.0,Marcus Foster,G,34,34,27.1,2.6,6.5,0.409,1.3,3.3,0.402,1.3,3.2,0.417,0.511,1.3,1.6,0.768,0.8,4.0,4.8,2.0,0.9,0.1,1.0,1.9,7.9,,Xavier
6.0,Dante Maddox Jr.,G,34,0,18.9,2.1,5.1,0.408,1.4,3.3,0.411,0.7,1.8,0.403,0.54,1.8,2.1,0.857,0.3,2.1,2.4,1.5,0.8,0.2,0.7,1.4,7.3,,Xavier
7.0,Jerome Hunter,F,34,6,18.9,2.0,4.1,0.5,0.5,0.9,0.531,1.5,3.1,0.491,0.562,1.2,1.6,0.759,1.1,2.1,3.2,0.8,0.5,0.5,1.2,2.1,5.8,,Xavier
8.0,Trey Green,G,9,0,10.9,1.6,3.9,0.4,1.0,2.7,0.375,0.6,1.2,0.455,0.529,0.9,0.9,1.0,0.2,0.7,0.9,1.0,0.3,0.0,0.9,0.9,5.0,,Xavier
9.0,John Hugley IV,F,34,0,9.9,0.9,2.0,0.471,0.3,0.6,0.5,0.6,1.4,0.458,0.544,0.7,1.2,0.6,0.5,1.4,2.0,0.7,0.0,0.1,0.8,1.4,2.9,,Xavier
10.0,Cam'Ron Fletcher,F,11,0,4.2,0.5,0.5,0.833,0.2,0.3,0.667,0.3,0.3,1.0,1.0,0.2,0.2,1.0,0.1,1.0,1.1,0.3,0.1,0.0,0.0,0.5,1.3,,Xavier
11.0,Brad Colbert,G,3,0,2.3,0.3,1.0,0.333,0.3,0.7,0.5,0.0,0.3,0.0,0.5,0.0,0.0,,0.3,0.0,0.3,0.7,0.0,0.0,0.3,0.0,1.0,,Xavier
12.0,Ian Sabourin,G,2,0,1.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,Xavier
13.0,Bob Nunge,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Xavier
14.0,Henry Thole,F,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Xavier
15.0,Michael Wolf,G,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Xavier
,Team Totals,,34,34,201.5,26.6,57.0,0.467,8.4,21.4,0.391,18.2,35.6,0.512,0.541,16.5,20.9,0.789,7.8,25.5,33.3,16.7,7.7,2.5,10.9,15.7,78.1,,Xavier
1.0,John Poulakidas,G,27,27,31.6,6.6,14.7,0.451,3.2,7.9,0.408,3.4,6.8,0.5,0.56,2.9,3.2,0.897,0.4,2.9,3.3,1.3,0.6,0.1,0.7,1.8,19.4,,Yale
2.0,Nick Townsend,F,30,30,30.5,5.8,10.9,0.529,0.9,1.9,0.482,4.9,9.0,0.539,0.57,3.0,4.0,0.744,1.9,5.2,7.1,3.6,0.8,0.2,1.5,2.0,15.4,,Yale
3.0,Bez Mbeng,G,29,29,32.7,4.3,10.1,0.429,1.3,3.7,0.368,3.0,6.5,0.463,0.495,3.0,4.2,0.699,0.7,4.9,5.6,5.8,1.8,0.4,2.9,2.7,13.0,,Yale
4.0,Casey Simmons,G,29,21,25.0,3.6,6.6,0.547,0.5,1.3,0.385,3.1,5.3,0.588,0.586,1.0,1.5,0.698,1.2,3.4,4.6,0.7,0.6,0.6,0.8,1.9,8.8,,Yale
5.0,Samson Aletan,C,30,29,20.6,2.9,5.0,0.591,0.0,0.0,0.0,2.9,4.9,0.595,0.591,1.6,2.5,0.632,2.0,1.8,3.8,0.8,0.3,1.6,0.7,1.9,7.5,,Yale
6.0,Isaac Celiscar,F,30,0,20.7,2.6,5.0,0.53,0.2,0.9,0.269,2.4,4.1,0.585,0.554,1.6,2.1,0.766,1.8,3.2,5.0,1.5,0.5,0.2,0.7,1.4,7.1,,Yale
7.0,Yassine Gharram,G,8,8,23.5,2.5,4.6,0.541,1.0,2.1,0.471,1.5,2.5,0.6,0.649,0.4,1.0,0.375,1.1,4.9,6.0,2.5,0.5,0.3,2.5,1.9,6.4,,Yale
8.0,Riley Fox,F,24,0,9.2,1.4,3.0,0.458,0.8,1.8,0.429,0.6,1.3,0.5,0.583,0.0,0.0,,0.2,1.2,1.3,0.2,0.2,0.0,0.2,1.1,3.5,,Yale
9.0,Trevor Mullin,G,30,4,11.4,1.1,2.7,0.425,0.5,1.4,0.326,0.7,1.2,0.541,0.513,0.3,0.4,0.833,0.1,1.0,1.1,0.8,0.3,0.0,0.6,1.1,3.1,,Yale
10.0,Teo Rice,G,11,1,5.0,1.0,1.5,0.647,0.3,0.5,0.5,0.7,1.0,0.727,0.735,0.2,0.4,0.5,0.1,0.8,0.9,0.5,0.3,0.2,0.0,0.9,2.5,,Yale
11.0,Jack Molloy,F,29,1,7.2,0.9,1.9,0.463,0.1,0.6,0.176,0.8,1.3,0.595,0.491,0.4,0.6,0.688,0.4,0.6,1.0,0.6,0.3,0.1,0.3,1.2,2.2,,Yale
12.0,Jordan Brathwaite,G,23,0,8.0,0.7,1.7,0.436,0.3,1.0,0.273,0.5,0.7,0.647,0.513,0.2,0.3,0.714,0.1,0.8,0.9,0.7,0.2,0.1,0.3,0.9,2.0,,Yale
13.0,Emir Buyukhanli,G,2,0,7.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,,Yale
14.0,Devon Arlington,G,14,0,5.4,0.2,1.0,0.214,0.1,0.2,0.667,0.1,0.8,0.091,0.286,0.4,0.6,0.625,0.1,0.4,0.5,0.4,0.4,0.1,0.4,0.6,0.9,,Yale
15.0,Jeannot Basima,G,10,0,3.2,0.2,0.7,0.286,0.0,0.0,,0.2,0.7,0.286,0.286,0.1,0.4,0.25,0.4,0.1,0.5,0.1,0.1,0.0,0.5,0.1,0.5,,Yale
,Team Totals,,30,30,200.0,29.9,61.0,0.49,7.6,19.7,0.387,22.2,41.3,0.538,0.552,13.9,19.1,0.729,11.0,27.4,38.4,16.4,5.8,3.6,10.1,16.3,81.3,,Yale
