Rk,Player,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team
11.0,Davidson Hubbard,F,11,0,2.1,0.3,0.5,0.5,0.1,0.3,0.333,0.2,0.3,0.667,0.583,0.0,0.0,,0.1,0.5,0.5,0.0,0.0,0.1,0.1,0.1,0.6,,Baylor
12.0,Marino Dubravcic,F,18,0,3.3,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.2,0.3,0.5,0.2,0.2,0.4,0.0,0.1,0.0,0.2,0.4,0.5,,Baylor
,Team Totals,,35,35,203.6,27.0,60.7,0.445,8.4,24.2,0.348,18.6,36.5,0.51,0.514,13.7,18.3,0.747,13.0,22.9,35.9,14.4,7.5,2.8,10.8,16.3,76.1,,Baylor
1.0,Rafael Pinzon,G,31,29,33.7,6.8,16.3,0.417,2.7,7.3,0.373,4.1,9.1,0.452,0.5,2.3,2.6,0.864,0.7,2.4,3.1,2.1,1.0,0.1,2.4,1.3,18.6,,Bryant
2.0,Earl Timberlake,G,33,33,35.9,6.0,11.9,0.5,0.3,0.8,0.36,5.7,11.2,0.509,0.511,3.2,4.5,0.713,2.3,5.8,8.1,4.7,1.0,1.8,2.4,2.8,15.5,,Bryant
3.0,Barry Evans,F,33,33,32.8,5.2,10.9,0.476,1.3,3.4,0.375,3.9,7.5,0.522,0.535,1.6,2.4,0.658,2.3,4.5,6.8,2.7,1.3,0.5,2.1,1.6,13.3,,Bryant
4.0,Connor Withers,F,35,34,34.4,3.5,9.3,0.376,2.3,6.9,0.329,1.2,2.4,0.512,0.498,1.8,2.2,0.831,0.8,4.7,5.5,3.3,1.6,1.5,2.0,2.6,11.1,,Bryant
5.0,Keyshawn Mitchell,F,35,34,20.3,3.4,6.5,0.524,0.5,1.7,0.317,2.9,4.8,0.599,0.566,1.2,2.1,0.575,2.7,4.1,6.8,0.6,0.4,0.7,1.0,2.2,8.5,,Bryant
6.0,Kvonn Cramer,F,34,1,17.4,3.0,5.1,0.593,0.1,0.4,0.333,2.9,4.6,0.618,0.608,1.6,2.5,0.628,2.1,2.3,4.4,0.6,0.6,1.0,0.9,2.8,7.7,,Bryant
7.0,Devean Williams,G,1,0,16.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,,Bryant
8.0,Jakai Robinson,G,33,10,20.6,2.0,4.1,0.478,0.1,0.7,0.174,1.8,3.4,0.54,0.493,1.8,2.5,0.716,1.0,2.4,3.4,0.8,0.6,0.2,0.8,1.5,5.8,,Bryant
9.0,Aaron Davis,G,13,0,9.0,1.9,4.9,0.391,0.7,2.8,0.243,1.2,2.1,0.593,0.461,0.4,0.5,0.833,0.4,0.7,1.1,0.2,0.2,0.4,0.2,1.5,4.9,,Bryant
10.0,Kam Farris,G,24,1,11.4,1.1,3.8,0.286,0.6,2.6,0.238,0.5,1.2,0.393,0.368,1.0,1.2,0.821,0.1,0.6,0.7,0.5,0.4,0.1,0.5,0.9,3.8,,Bryant
11.0,Michael Amador,G,2,0,2.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,,Bryant
12.0,Frankie Vassalluzzo,G,14,0,1.4,0.2,0.4,0.5,0.0,0.1,0.0,0.2,0.4,0.6,0.5,0.3,0.4,0.667,0.2,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.7,,Bryant
13.0,Josh Ozabor,G,16,0,4.6,0.3,0.5,0.5,0.2,0.4,0.429,0.1,0.1,1.0,0.688,0.0,0.1,0.0,0.1,0.3,0.4,0.4,0.1,0.1,0.2,0.4,0.7,,Bryant
14.0,Jayden Brown,G,13,0,1.8,0.2,0.4,0.4,0.1,0.2,0.5,0.1,0.2,0.333,0.5,0.2,0.2,0.667,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.5,,Bryant
,Team Totals,,35,35,200.7,30.1,65.8,0.457,7.7,23.3,0.333,22.4,42.6,0.526,0.516,13.8,19.3,0.714,13.3,27.8,41.1,14.9,6.7,6.0,11.9,15.7,81.8,,Bryant
1.0,Chase Hunter,G,34,33,33.5,5.5,11.7,0.47,2.3,5.6,0.407,3.2,6.1,0.526,0.567,3.2,3.7,0.866,0.5,2.5,3.0,2.5,1.4,0.5,2.0,1.9,16.5,,Clemson
2.0,Ian Schieffelin,F,34,34,33.4,4.6,9.3,0.495,0.9,2.5,0.341,3.8,6.8,0.552,0.541,2.4,3.2,0.741,3.1,6.3,9.4,2.7,0.8,0.7,1.6,1.9,12.4,,Clemson
3.0,Jaeden Zackery,G,34,34,35.5,4.1,9.1,0.453,1.2,3.4,0.36,2.9,5.8,0.508,0.519,2.2,2.6,0.822,1.0,2.4,3.3,3.1,2.1,0.1,1.5,2.2,11.7,,Clemson
4.0,Viktor Lakhin,F,34,33,23.6,4.4,8.7,0.507,0.7,1.9,0.375,3.7,6.8,0.543,0.547,1.9,2.7,0.696,2.2,4.1,6.4,1.5,1.0,1.5,1.5,2.9,11.4,,Clemson
5.0,Chauncey Wiggins,F,34,26,23.6,3.1,7.1,0.438,1.2,3.4,0.365,1.9,3.7,0.504,0.525,0.9,1.1,0.806,0.8,2.2,2.9,0.7,0.3,0.2,1.1,1.2,8.3,,Clemson
6.0,Dillon Hunter,G,30,9,22.6,1.9,4.7,0.404,0.8,2.6,0.312,1.1,2.1,0.516,0.489,0.8,1.3,0.615,0.4,2.1,2.5,1.9,0.9,0.1,0.5,2.2,5.4,,Clemson
7.0,Jake Heidbreder,G,32,0,14.0,1.4,3.4,0.404,0.9,2.3,0.373,0.5,1.1,0.471,0.532,0.5,0.5,1.0,0.4,0.8,1.2,0.8,0.6,0.0,0.4,1.1,4.1,,Clemson
8.0,Del Jones,G,32,0,11.8,1.5,3.7,0.403,0.4,1.4,0.311,1.1,2.3,0.459,0.462,0.4,0.5,0.765,0.4,1.1,1.5,1.0,0.2,0.1,0.8,1.1,3.8,,Clemson
9.0,Myles Foster,F,28,0,5.9,0.8,1.5,0.561,0.1,0.3,0.571,0.7,1.2,0.559,0.61,0.5,0.9,0.542,0.7,0.8,1.5,0.1,0.1,0.2,0.4,0.8,2.3,,Clemson
10.0,Asa Thomas,F,12,0,2.3,0.3,0.8,0.4,0.3,0.7,0.5,0.0,0.2,0.0,0.6,0.2,0.3,0.667,0.0,0.2,0.2,0.2,0.1,0.0,0.3,0.1,1.2,,Clemson
11.0,Christian Reeves,C,29,1,5.0,0.4,0.8,0.5,0.0,0.0,,0.4,0.8,0.5,0.5,0.4,0.6,0.75,0.5,1.0,1.5,0.2,0.2,0.2,0.3,0.6,1.2,,Clemson
12.0,Matt Kelly,G,6,0,1.2,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,0.5,,Clemson
13.0,Daniel Nauseef,F,7,0,1.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,,Clemson
14.0,Andrew Latiff,G,6,0,1.2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,,Clemson
15.0,Jackson Roberts,C,4,0,1.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,,Clemson
,Team Totals,,34,34,204.4,27.4,59.2,0.462,8.5,23.0,0.369,18.9,36.2,0.522,0.534,12.9,16.8,0.768,11.3,24.1,35.4,14.2,7.4,3.5,10.5,15.2,76.1,,Clemson
1.0,Nique Clifford,G,36,36,35.4,6.6,13.3,0.496,1.8,4.9,0.377,4.8,8.5,0.564,0.565,3.9,5.0,0.777,1.5,8.1,9.6,4.4,1.2,0.6,2.6,2.4,18.9,,Colorado State
2.0,Jalen Lake,G,36,36,31.0,4.0,9.6,0.42,1.9,5.5,0.35,2.1,4.1,0.514,0.52,1.3,1.5,0.87,0.3,2.5,2.9,2.0,0.5,0.3,1.3,1.0,11.3,,Colorado State
3.0,Kyan Evans,G,36,36,28.2,3.4,7.1,0.471,1.9,4.4,0.446,1.4,2.8,0.51,0.607,1.9,2.3,0.852,0.5,2.4,2.9,3.1,0.8,0.1,1.9,2.4,10.6,,Colorado State
4.0,Jaylen Crocker-Johnson,F,36,29,21.5,3.2,6.4,0.491,0.9,2.7,0.354,2.2,3.8,0.588,0.565,1.8,2.3,0.759,1.3,3.1,4.4,0.8,0.3,0.8,0.9,2.4,9.0,,Colorado State
5.0,Rashaan Mbemba,G,32,29,19.3,2.5,4.3,0.596,0.1,0.3,0.3,2.4,3.9,0.619,0.607,1.9,2.7,0.706,1.4,2.2,3.6,0.9,0.5,0.4,1.4,2.7,7.0,,Colorado State
6.0,Keshawn Williams,G,36,0,13.6,2.0,4.0,0.5,0.5,1.4,0.373,1.5,2.6,0.57,0.566,0.5,0.8,0.679,0.3,1.3,1.6,0.7,0.2,0.0,0.6,0.8,5.1,,Colorado State
7.0,Bowen Born,G,36,0,14.8,1.7,4.3,0.392,0.9,2.7,0.323,0.8,1.6,0.509,0.493,0.8,0.9,0.906,0.3,1.0,1.3,1.4,0.5,0.0,0.7,1.4,5.0,,Colorado State
8.0,Kyle Jorgensen,F,34,4,13.1,1.4,3.3,0.425,0.4,1.3,0.311,1.0,2.0,0.5,0.487,0.8,0.9,0.844,0.5,1.4,1.9,0.9,0.3,0.3,0.7,1.3,4.0,,Colorado State
9.0,Ethan Morton,G,35,9,23.5,1.4,2.7,0.521,0.1,0.4,0.133,1.4,2.3,0.593,0.531,0.8,1.3,0.587,1.1,2.1,3.2,2.2,0.9,0.3,0.7,2.0,3.7,,Colorado State
10.0,Nikola Djapa,F,22,1,7.5,1.0,1.4,0.7,0.0,0.3,0.143,0.9,1.0,0.87,0.717,0.4,0.5,0.818,0.3,1.2,1.5,0.3,0.1,0.1,0.6,1.8,2.4,,Colorado State
11.0,Jaden Steppe,F,7,0,1.7,0.4,0.9,0.5,0.1,0.4,0.333,0.3,0.4,0.667,0.583,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,1.0,,Colorado State
12.0,Luke Murphy,G,8,0,1.8,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.1,0.1,0.4,0.0,0.0,0.1,0.1,0.0,,Colorado State
,Team Totals,,36,36,202.1,26.5,55.4,0.477,8.6,23.8,0.363,17.9,31.7,0.564,0.555,13.6,17.5,0.775,8.4,26.5,34.9,16.5,5.1,2.8,11.5,17.2,75.2,,Colorado State
1.0,Ryan Kalkbrenner,C,35,35,34.5,7.7,11.9,0.653,0.6,1.7,0.344,7.1,10.1,0.706,0.678,3.1,4.6,0.681,2.4,6.3,8.7,1.5,0.5,2.7,1.5,1.4,19.2,"AP-AA-3,NABC-AA-2,SN-AA-3,USBWA-AA-2,W-AA-1",Creighton
2.0,Steven Ashworth,G,35,35,36.0,4.9,12.5,0.393,3.1,8.4,0.374,1.8,4.1,0.431,0.518,3.4,3.7,0.93,0.3,3.8,4.1,6.8,0.7,0.1,3.4,1.7,16.4,,Creighton
3.0,Pop Isaacs,G,8,8,31.6,5.1,12.5,0.41,2.9,7.5,0.383,2.3,5.0,0.45,0.525,3.1,3.6,0.862,0.4,4.4,4.8,3.9,0.5,0.1,2.9,0.8,16.3,,Creighton
4.0,Jamiya Neal,F,36,36,34.2,4.7,10.4,0.447,1.3,4.3,0.312,3.3,6.2,0.541,0.511,1.4,2.4,0.576,0.7,5.4,6.1,4.4,0.9,0.6,2.4,2.2,12.0,,Creighton
5.0,Jackson McAndrew,F,36,31,21.9,2.7,6.8,0.395,1.9,5.4,0.354,0.8,1.3,0.563,0.537,0.6,0.9,0.656,1.1,3.3,4.4,0.4,0.4,0.1,0.7,1.3,7.8,,Creighton
6.0,Jasen Green,F,36,25,20.3,1.9,3.4,0.557,0.3,1.3,0.267,1.6,2.1,0.727,0.607,0.8,1.2,0.659,1.1,2.1,3.2,1.0,0.3,0.4,0.9,0.9,4.9,,Creighton
7.0,Isaac Traudt,F,36,4,15.8,1.5,3.5,0.433,1.1,2.8,0.384,0.5,0.8,0.607,0.583,0.4,0.5,0.941,0.6,1.6,2.2,0.4,0.2,0.1,0.3,0.9,4.6,,Creighton
8.0,Fedor Å½ugiÄ,G,22,0,11.8,1.4,2.8,0.484,0.7,1.8,0.4,0.6,1.0,0.636,0.613,1.1,1.5,0.727,0.1,1.5,1.6,0.8,0.2,0.2,0.7,0.7,4.5,,Creighton
9.0,Sterling Knox,G,4,0,6.0,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,0.0,0.0,,0.3,1.3,1.5,0.0,0.0,0.0,1.0,0.8,3.0,,Creighton
10.0,Fredrick King,C,36,1,6.0,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.4,0.7,0.583,0.5,0.8,1.3,0.1,0.1,0.4,0.3,0.7,2.7,,Creighton
11.0,Mason Miller,F,32,4,11.8,0.3,1.4,0.217,0.2,1.3,0.171,0.1,0.2,0.6,0.293,0.3,0.4,0.667,0.4,1.2,1.6,0.5,0.1,0.0,0.3,0.7,1.1,,Creighton
12.0,Ty Davis,G,28,1,7.1,0.3,0.7,0.368,0.0,0.2,0.0,0.3,0.5,0.538,0.368,0.4,0.6,0.588,0.0,0.8,0.9,0.8,0.1,0.0,0.6,0.7,0.9,,Creighton
13.0,Josh Townley-Thomas,F,10,0,1.7,0.2,0.6,0.333,0.0,0.2,0.0,0.2,0.4,0.5,0.333,0.0,0.0,,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.4,,Creighton
14.0,Shane Thomas,G,24,0,4.2,0.2,0.4,0.556,0.0,0.0,0.0,0.2,0.3,0.625,0.556,0.0,0.0,0.0,0.1,0.3,0.4,0.2,0.0,0.0,0.2,0.4,0.4,,Creighton
15.0,Sami Osmani,G,10,0,1.8,0.1,0.5,0.2,0.0,0.0,,0.1,0.5,0.2,0.2,0.1,0.2,0.5,0.0,0.3,0.3,0.2,0.0,0.0,0.2,0.1,0.3,,Creighton
,Team Totals,,36,36,201.4,27.1,56.7,0.477,9.6,27.7,0.345,17.5,29.0,0.604,0.561,11.8,16.2,0.728,8.4,29.0,37.4,17.1,3.6,4.5,12.2,11.1,75.5,,Creighton
1.0,Bennett Stirtz,G,35,35,39.4,6.7,13.4,0.498,1.8,4.6,0.395,4.8,8.7,0.552,0.566,4.1,5.1,0.794,0.6,3.7,4.3,5.7,2.1,0.3,2.0,1.4,19.2,,Drake
2.0,Daniel Abreu,F,35,35,33.3,3.2,7.1,0.446,1.5,4.1,0.375,1.6,3.0,0.543,0.554,2.5,3.1,0.791,1.4,1.9,3.3,1.0,1.0,0.7,0.9,2.6,10.4,,Drake
3.0,Tavion Banks,G,34,1,20.1,3.4,6.5,0.52,0.1,0.6,0.091,3.3,5.9,0.568,0.525,3.2,4.6,0.705,2.1,3.0,5.0,1.0,0.7,0.4,1.4,2.5,10.1,,Drake
4.0,Mitch Mascari,G,35,35,38.5,2.8,7.3,0.39,2.5,6.2,0.403,0.3,1.1,0.316,0.561,1.3,1.6,0.818,0.1,2.1,2.2,1.3,1.4,0.0,1.1,2.0,9.4,,Drake
5.0,Cam Manyawu,F,35,35,18.8,2.9,4.9,0.578,0.0,0.0,0.0,2.9,4.9,0.581,0.578,1.3,2.7,0.495,2.1,3.2,5.3,0.9,1.3,0.7,1.1,2.6,7.1,,Drake
6.0,Isaia Howard,G,30,0,15.2,1.8,4.1,0.435,0.5,1.5,0.311,1.3,2.6,0.506,0.492,0.4,1.0,0.448,1.0,1.5,2.5,0.8,1.1,0.3,0.6,2.0,4.5,,Drake
7.0,Isaiah Jackson,G,34,34,20.1,1.3,3.2,0.417,0.2,0.9,0.194,1.1,2.3,0.506,0.444,1.0,1.6,0.63,0.8,2.6,3.4,1.9,0.9,0.1,1.2,1.4,3.8,,Drake
8.0,Kael Combs,G,31,0,12.9,1.5,2.9,0.511,0.1,0.5,0.2,1.4,2.4,0.573,0.528,0.8,1.0,0.8,0.6,1.4,2.0,0.9,0.4,0.1,0.9,0.8,3.8,,Drake
9.0,Nate Ferguson,F,32,0,9.2,1.2,1.8,0.661,0.0,0.0,,1.2,1.8,0.661,0.661,0.5,0.9,0.5,0.5,1.0,1.5,0.2,0.3,0.0,0.6,0.8,2.9,,Drake
10.0,Andrew Alia,G,7,0,7.7,0.6,1.9,0.308,0.3,1.1,0.25,0.3,0.7,0.4,0.385,0.3,0.7,0.4,0.6,0.6,1.1,0.4,0.6,0.1,0.3,1.0,1.7,,Drake
,Team Totals,,35,35,203.6,24.2,50.3,0.481,6.6,18.4,0.36,17.5,31.9,0.551,0.547,14.9,21.3,0.699,10.1,20.7,30.8,13.5,8.9,2.4,11.1,15.8,69.8,,Drake
1.0,Cooper Flagg,F,37,37,30.7,6.5,13.4,0.481,1.4,3.6,0.385,5.1,9.8,0.517,0.533,4.8,5.8,0.84,1.3,6.2,7.5,4.2,1.4,1.4,2.1,1.9,19.2,"AP POY-1,WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1",Duke
2.0,Kon Knueppel,G,39,39,30.5,4.6,9.7,0.479,2.2,5.3,0.406,2.5,4.4,0.567,0.59,3.0,3.3,0.914,1.0,3.0,4.0,2.7,1.0,0.2,1.4,2.1,14.4,,Duke
3.0,Tyrese Proctor,G,38,38,29.9,4.3,9.6,0.452,2.3,5.8,0.405,2.0,3.8,0.524,0.574,1.3,2.0,0.68,0.5,2.6,3.0,2.2,0.8,0.1,1.1,1.9,12.4,,Duke
4.0,Khaman Maluach,C,39,39,21.2,3.5,4.9,0.712,0.1,0.4,0.25,3.4,4.5,0.754,0.723,1.5,2.0,0.766,2.7,3.8,6.6,0.5,0.2,1.3,0.8,2.1,8.6,,Duke
5.0,Sion James,G,39,32,25.5,2.9,5.6,0.516,0.8,1.9,0.413,2.1,3.6,0.57,0.588,2.1,2.6,0.81,0.7,3.4,4.2,2.9,0.8,0.3,1.2,2.0,8.6,,Duke
6.0,Isaiah Evans,G,36,3,13.8,2.2,5.1,0.432,1.7,4.1,0.416,0.5,0.9,0.5,0.601,0.7,0.9,0.813,0.1,1.0,1.1,0.5,0.2,0.1,0.4,0.9,6.8,,Duke
7.0,Caleb Foster,G,38,7,14.0,1.8,4.4,0.417,0.7,1.9,0.342,1.2,2.5,0.474,0.491,0.6,0.9,0.629,0.4,1.3,1.7,1.4,0.6,0.1,0.8,1.1,4.9,,Duke
8.0,Mason Gillis,F,37,0,14.7,1.4,3.3,0.413,0.9,2.6,0.34,0.5,0.6,0.708,0.55,0.5,0.6,0.826,0.7,1.9,2.6,0.8,0.5,0.0,0.4,1.4,4.1,,Duke
9.0,Patrick Ngongba,C,30,0,10.5,1.5,2.1,0.719,0.0,0.0,0.0,1.5,2.1,0.73,0.719,0.8,1.1,0.727,1.0,1.7,2.7,0.8,0.4,0.5,0.2,1.7,3.9,,Duke
10.0,Maliq Brown,F,26,0,15.8,1.0,1.6,0.659,0.2,0.5,0.333,0.9,1.1,0.793,0.707,0.2,0.6,0.375,1.5,2.1,3.7,1.5,1.3,0.3,0.9,1.8,2.5,,Duke
11.0,Darren Harris,G,21,0,6.1,0.7,2.0,0.366,0.2,1.0,0.227,0.5,0.9,0.526,0.427,0.4,0.8,0.5,0.4,0.8,1.1,0.3,0.1,0.0,0.0,0.2,2.0,,Duke
12.0,Spencer Hubbard,G,12,0,2.1,0.4,0.9,0.455,0.3,0.4,0.6,0.2,0.5,0.333,0.591,0.0,0.0,,0.1,0.1,0.2,0.3,0.2,0.0,0.2,0.2,1.1,,Duke
13.0,Neal Begovich,F,11,0,2.4,0.3,0.5,0.6,0.1,0.3,0.333,0.2,0.2,1.0,0.7,0.0,0.0,,0.1,0.7,0.8,0.2,0.3,0.0,0.1,0.2,0.6,,Duke
14.0,Cameron Sheffield,G,13,0,2.3,0.1,0.5,0.167,0.1,0.4,0.2,0.0,0.1,0.0,0.25,0.2,0.3,0.5,0.2,0.2,0.4,0.2,0.0,0.0,0.1,0.1,0.4,,Duke
15.0,Stanley Borden,C,3,0,2.3,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.7,0.3,0.0,,Duke
,Team Totals,,39,39,200.0,28.9,58.7,0.493,10.1,26.2,0.386,18.8,32.5,0.579,0.579,15.2,19.3,0.79,10.6,27.5,38.2,17.0,6.7,3.9,9.3,15.8,83.2,,Duke
1.0,Walter Clayton Jr.,G,39,39,32.6,6.0,13.4,0.448,3.0,7.8,0.386,3.0,5.7,0.534,0.56,3.2,3.7,0.875,0.4,3.3,3.7,4.2,1.2,0.5,2.4,1.9,18.3,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Florida
2.0,Alijah Martin,G,38,36,30.4,5.0,11.0,0.452,2.1,5.9,0.35,2.9,5.1,0.573,0.547,2.3,3.1,0.761,1.2,3.3,4.5,2.2,1.5,0.2,1.4,1.4,14.4,,Florida
3.0,Will Richard,G,40,40,31.6,4.6,9.5,0.487,2.0,5.6,0.359,2.6,3.9,0.669,0.592,2.0,2.4,0.844,1.1,3.5,4.6,1.9,1.7,0.3,1.6,2.3,13.3,,Florida
4.0,Alex Condon,F,37,35,24.9,3.6,7.4,0.493,0.5,1.6,0.328,3.1,5.8,0.537,0.527,2.8,4.6,0.604,2.8,4.8,7.5,2.2,0.9,1.3,1.4,2.3,10.6,,Florida
5.0,Thomas Haugh,F,40,5,24.4,2.9,6.0,0.485,0.9,2.6,0.34,2.0,3.4,0.596,0.559,3.1,3.9,0.794,2.3,3.8,6.1,2.2,0.8,0.8,1.1,2.4,9.8,,Florida
6.0,Denzel Aberdeen,G,39,5,19.8,2.7,6.6,0.418,0.9,2.6,0.35,1.8,3.9,0.464,0.488,1.3,1.8,0.708,0.3,1.4,1.7,1.4,0.5,0.0,1.0,1.5,7.7,,Florida
7.0,Rueben Chinyelu,C,40,40,19.0,2.6,4.3,0.599,0.0,0.0,,2.6,4.3,0.599,0.599,0.8,1.4,0.582,2.3,4.2,6.6,0.7,0.5,0.9,1.0,2.8,6.0,,Florida
8.0,Sam Alexis,F,24,0,11.9,2.0,4.2,0.465,0.2,0.8,0.2,1.8,3.4,0.531,0.485,0.6,1.1,0.538,1.5,1.9,3.5,0.4,0.3,0.6,0.8,1.6,4.7,,Florida
9.0,Urban Klavzar,G,26,0,10.0,1.1,3.1,0.363,0.7,1.9,0.34,0.5,1.2,0.4,0.469,0.3,0.5,0.667,0.1,0.5,0.6,0.8,0.2,0.0,0.5,0.9,3.2,,Florida
10.0,Micah Handlogten,C,16,0,13.3,1.3,1.8,0.69,0.0,0.0,,1.3,1.8,0.69,0.69,0.1,0.7,0.182,2.1,2.8,4.9,1.1,0.6,0.6,0.3,2.0,2.6,,Florida
11.0,Isaiah Brown,G,19,0,3.8,0.7,1.3,0.52,0.2,0.4,0.375,0.5,0.9,0.588,0.58,0.4,0.8,0.438,0.3,0.6,0.9,0.1,0.2,0.1,0.2,0.6,1.9,,Florida
12.0,Kajus Kublickas,G,6,0,4.2,0.2,0.8,0.2,0.0,0.2,0.0,0.2,0.7,0.25,0.2,0.3,0.3,1.0,0.5,0.7,1.2,0.3,0.0,0.0,0.0,0.3,0.7,,Florida
13.0,Bennett Andersen,G,9,0,1.1,0.2,0.4,0.5,0.0,0.1,0.0,0.2,0.3,0.667,0.5,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.4,,Florida
14.0,Cooper Josefsberg,G,4,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,,Florida
15.0,Kevin Pazmino,G,3,0,1.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.3,0.0,,Florida
16.0,Viktor Mikic,C,4,0,1.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.3,0.0,0.0,1.0,0.0,,Florida
,Team Totals,,40,40,200.0,29.6,62.8,0.471,9.8,27.4,0.356,19.8,35.3,0.561,0.549,15.9,21.9,0.728,13.7,28.1,41.8,15.5,7.4,4.5,11.1,17.1,84.8,,Florida
1.0,Asa Newell,F,33,33,29.0,5.8,10.7,0.543,0.8,2.7,0.292,5.0,8.0,0.627,0.58,3.1,4.1,0.748,3.3,3.5,6.9,0.9,1.0,1.0,1.1,2.4,15.4,,Georgia
2.0,Silas Demary Jr.,G,33,33,31.5,3.9,9.9,0.396,1.8,4.7,0.374,2.2,5.2,0.416,0.485,3.8,4.8,0.804,0.7,3.2,3.9,3.1,1.7,0.2,2.3,2.5,13.5,,Georgia
3.0,Blue Cain,G,33,33,27.0,3.2,7.8,0.415,1.4,4.1,0.341,1.8,3.7,0.496,0.504,1.8,2.1,0.841,0.7,3.6,4.2,1.5,1.4,0.1,1.2,1.6,9.6,,Georgia
4.0,Dakota Leffew,G,32,5,25.2,3.3,7.9,0.415,1.6,4.8,0.333,1.7,3.1,0.54,0.516,1.3,1.6,0.784,0.4,1.7,2.0,1.7,0.7,0.4,1.3,1.6,9.4,,Georgia
5.0,Tyrin Lawrence,G,30,20,25.5,2.7,6.3,0.423,0.8,2.6,0.316,1.8,3.7,0.5,0.489,2.2,2.8,0.774,0.5,2.7,3.2,2.4,1.1,0.2,1.8,1.2,8.3,,Georgia
6.0,De'Shayne Montgomery,G,17,0,15.5,2.2,5.5,0.409,0.4,1.6,0.25,1.8,3.8,0.477,0.446,1.6,2.2,0.711,0.6,1.5,2.1,0.8,1.1,0.2,1.7,1.3,6.5,,Georgia
7.0,RJ Godfrey,F,33,33,19.4,2.5,4.7,0.532,0.0,0.3,0.0,2.5,4.4,0.572,0.532,1.3,2.2,0.611,1.3,2.6,3.8,1.0,0.6,0.6,1.5,3.0,6.4,,Georgia
8.0,Somto Cyril,C,33,0,14.0,1.7,2.8,0.626,0.0,0.0,0.0,1.7,2.7,0.633,0.626,1.2,2.4,0.488,1.2,2.6,3.8,0.5,0.2,1.5,1.1,2.1,4.6,,Georgia
9.0,Dylan James,F,32,8,13.6,1.2,2.6,0.464,0.3,0.8,0.4,0.9,1.8,0.492,0.524,0.4,0.8,0.519,0.8,1.4,2.2,0.6,0.3,0.5,0.7,1.2,3.2,,Georgia
10.0,Savo Drezgic,G,8,0,6.9,0.5,1.5,0.333,0.5,1.1,0.444,0.0,0.4,0.0,0.5,1.4,2.1,0.647,0.0,1.1,1.1,0.5,0.4,0.0,0.9,0.4,2.9,,Georgia
11.0,Justin Abson,F,28,0,9.5,0.9,1.7,0.532,0.0,0.2,0.2,0.9,1.5,0.571,0.543,0.4,0.6,0.611,0.8,1.3,2.1,0.8,0.3,0.8,0.4,0.6,2.2,,Georgia
12.0,Jaden Newell,F,7,0,1.3,0.1,0.6,0.25,0.0,0.0,,0.1,0.6,0.25,0.25,0.1,0.1,1.0,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.3,0.4,,Georgia
